bangumiId,kind,lang,title,content
12,primary,en-US,逆转裁判,"""Ace Attorney"" adapts CAPCOM's same-name courtroom mystery game, following the story of rookie lawyer Phoenix Wright as he takes on cases full of reversals. Through meticulous investigation, sharp cross-examinations, and exposing contradictions in testimony, Phoenix clears the names of wrongly accused clients. The anime faithfully recreates the game's classic courtroom debates, with exaggerated performances, rousing music, and a satisfying pace that lets viewers experience the thrill of turning the truth around. Covering multiple bizarre cases from simple murders to serial conspiracies, it gradually unfolds Phoenix's complex entanglements with prosecutor Miles Edgeworth and friend Maya, a must-watch for mystery fans."
13,primary,en-US,学战都市 六芒星 第二季,"""The Asterisk War"" Season 2 adapts the same-name light novel, continuing the academy battle story of the water school city Seidoukan Academy. After enrolling with magical aptitude, boy Ayato Amagiri keeps growing stronger to uncover the truth behind his sister's disappearance, taking part in the Phoenix Festa that determines academy dominance. This season deepens the story as Ayato's past, the Asterisk Council, and the struggles among Star Pulse generations gradually become clear. He engages in fierce academy competitions and heated battles against powerful rivals while deepening bonds with female characters like Julis and Saya, making this a standard light-novel academy battle anime."
14,primary,en-US,忍者杀手 特别编辑版,"""Ninja Slayer From Animation"" adapts the same-name web novel, telling the story of a ninja slayer active in the shadows of modern Japan. Ordinary company employee Kenji Fujikido is dragged into a struggle between ninja organizations; after his beloved is cruelly killed, he is transformed into the Ninja Slayer by mysterious power, embarking on a thorny path of revenge against the ninja organization. The work is characterized by high-impact performances, fast and fierce ninja combat, and the exaggerated writing style unique to web novels, with bold, avant-garde visuals that freely switch between violence aesthetics and absurd comedy, creating a hardcore yet poetic underworld."
15,primary,en-US,机动战士高达独角兽 RE:0096,"""Mobile Suit Gundam Unicorn RE:0096"" is a TV version re-edited from the Gundam Unicorn OVA, set in the Universal Century year 0096. Boy Banagher Links accidentally encounters the mysterious mobile suit Unicorn Gundam and is drawn into the cosmic war over Laplace's Box. As the key to guiding humanity's future, Unicorn's NT-D system and Banagher's gradually awakening Newtype abilities take center stage. Known for its grand cosmic battle scenes, superb animation, deep political maneuvering, and reflections on war, Banagher's growth amid the clash of war and ideals makes this a highly acclaimed, epic work in the Gundam series."
16,primary,en-US,我的英雄学院,"""My Hero Academia"" adapts Kohei Horikoshi's same-name manga. In a world where superpowers are commonplace, Izuku Midoriya, a boy born without a Quirk, dreams of becoming a hero. After inheriting the power of the strongest hero All Might, he enters U.A. High School to train with classmates like Bakugo, Uraraka, and Todoroki, fighting the ever-growing League of Villains. Known for passionate hero training, deep bonds between companions, and distinctive Quirk designs, Izuku's journey from zero as he steps forward for others is deeply moving, with every battle and choice making viewers' blood boil."
17,primary,en-US,面包带来和平！,"""Bread and Happiness!"" is a lighthearted daily anime adapted from a yonkoma manga, depicting the ordinary working days of sixteen-year-old Minami at a bakery. With gentle words, sincere smiles, and hand-made bread, she gradually heals the guests and friends around her. Without strong dramatic conflict, the work shows the subtle kindness and bonds between people through warm little stories, with the aroma of bread seemingly wafting through the screen. With a fresh art style and slow, soothing pacing, it is filled with the warm atmosphere typical of healing works, perfect for relaxing during times of fatigue."
18,primary,en-US,超时空要塞Δ,"""Macross Delta"" is the latest installment of the Macross series. In a future where humanity coexists with various galactic civilizations, the Valkyrie flight units and the idol group Walküre fight side by side. The girls' songs possess the power to calm those infected by the Var syndrome, while the enemy's songs bring destruction and madness. The story follows ace pilot Hayate and singer Freyja as they grow, blending gorgeous aerial combat, moving music, and a love triangle, exploring war, peace, and bonds amid the flames of battle, renowned for fluid dogfight animation and infectious songs."
19,primary,en-US,Concrete Revolutio 超人幻想 THE LAST SONG,"""Concrete Revolutio: The Last Song"" is the second season of this anime. In an alternate era, superhumans, youkai, robots, and other beings exist in society, and the state establishes a Superhuman Bureau to register and regulate them. Season 2 revolves around the position conflicts of Jirou Hitoyoshi and the Bureau members amid changing times, showing superhumans' difficult choices between justice and order, ideals and reality. The work is known for its complex narrative structure, sharp social criticism, and numerous historical references, exploring weighty themes of heroes, humanity, and the times, standing as a uniquely styled fantasy ensemble drama."
20,primary,en-US,偶像活动 第二年,"""Aikatsu!"" Season 2 is the sequel to the idol activity series, continuing the idol life of Ichigo Hoshimiya and other girls at Starlight Academy. Ichigo keeps growing in her idol activities, meeting new rivals and friends and participating in various events and auditions as she advances toward becoming a top idol. Building on the previous season's bright style, this season enriches character relationships and stage performances, using gorgeous fashion, moving songs and dances, and dream-filled plots to depict the girls' youthful journey of chasing dreams and shining, letting viewers feel the sparkle and emotion of the idol world."
21,primary,en-US,苍翼默示录 Alter Memory,"""BlazBlue Alter Memory"" adapts the same-name 2D fighting game, telling of the battle over the grimoires and the Azure successor. In a world where city classes are severely divided and social contradictions intensify, awakened ones and magi are drawn into a brutal war over the Azure power. Protagonist Ragna fights to oppose the one who caused the world's collapse, entangled in complex, fateful relations with his sister Nu and a colorful cast of characters. Known for gorgeous fighting scenes, a vast and diverse worldview, and highly individual designs, the anime condenses the feuds and stories of popular game characters into an exciting, profound work and a representative fighting-game adaptation."
22,primary,en-US,苍蓝钢铁的琶音,"""Arpeggio of Blue Steel"" adapts the same-name manga, telling a sci-fi naval battle story between humanity and warship girls with self-awareness. Due to the total blockade by the mysterious fleet Fog, humanity loses control of the seas and can only huddle on land. Boy Chihaya Gunzou boards the Fog warship I-401 by chance and forms a contract with its Mental Model girl Iona to fight for reclaiming the seas. The work skillfully combines realistic naval research with sci-fi settings, exploring self-awareness, trust, and the boundaries of humanity, renowned for detailed warship art, grand naval battles, and thought-provoking themes, offering both excitement and depth."
23,primary,en-US,革命机Valvrave 第二季,"""Valvrave the Liberator"" Season 2 continues the first season, telling of boy Tokishima Haruto's battles with the Valvrave. After being drawn into international conflict, Haruto becomes a Valvrave pilot, fighting the oppression of a powerful empire alongside the princess of a fallen nation and his fellow Sakimori Academy students. In Season 2, the truth about the Valvrave, immortals, and humanity's future gradually emerges; Haruto pays heavy prices for his power and faces even crueler choices and sacrifices. Characterized by grand mecha warfare, complex political maneuvering, and intense emotional entanglements, the story's twists and turns make it a highly controversial original robot anime."
24,primary,en-US,萌萌侵略者,"""Outbreak Company"" adapts the same-name light novel, telling of otaku high schooler Kano Shinichi being recruited as the otaku ambassador to Japan in another world, promoting 2D culture in a magical world. He lives with half-elf maid Myu, dragon-person Raccoon, and other distinct companions, gradually changing this closed world through anime, games, and manga subculture. The work blends isekai, otaku culture, and light comedy, showing both love and satire for otaku culture while exploring themes of cultural exchange, dissolving prejudice, and understanding. Shinichi's idea of conquering another world with 2D content is full of fun, making this a lighthearted isekai slice-of-life series."
25,primary,en-US,斩服少女,"""Kill la Kill"" is an original passionate anime by TRIGGER. Transfer student Ryuko Matoi wields the kamui Senketsu, charging into Honnouji Academy to find her father's killer, battling Satsuki Kiryuin, who rules the school, and her elite Four Devas. As battles advance, a grand conspiracy surrounding the kamui, Life Fibers, and human instinct gradually surfaces. Known for exaggerated, explosive animation, show-stopping performances, and fast, satisfying fights, the growth of Ryuko and Senketsu from mutual distrust to fighting side by side is thrilling, full of power and visual impact, making it a generation-defining classic of action anime."
26,primary,en-US,IS〈无限斯特拉托斯〉第二季,"""Infinite Stratos"" Season 2 adapts the same-name light novel, telling of the sole male pilot of the female-only weapon IS, Ichika Orimura, and his academy battle comedy life among numerous female characters. Continuing from the first season, Ichika deepens bonds with companions during school festivals, training, and tournaments while facing new strong enemies and trials, gradually revealing his powerful machine control abilities. With gorgeous mecha combat, harem romance, and lighthearted daily life as selling points, the interactions between Ichika and the female cast are full of laughs and ambiguity, making this a typical light-novel academy battle harem series."
27,primary,en-US,京骚戏画,"""Kyousougiga"" adapts the same-name short anime. In the Mirror Capital, where chaos and order intertwine, girl Koto embarks on a strange adventure to find her missing father. The Mirror Capital is a magical world where humans and youkai coexist; Koto meets youkai with various purposes and gets caught up in events surrounding the capital's mysteries and the truth of creation. Known for bold, unrestrained colors, unique beautiful Japanese-style visuals, and boundless imagination, the work freely shifts between intense action and profound storytelling, telling a gentle yet grand story about family, bonds, time, and the world, with a highly distinctive artistic style."
28,primary,en-US,核爆默示录,"""Coppelion"" adapts the same-name manga, set in a near-future Tokyo reduced to a dead city by a nuclear power plant accident, following special-forces sisters performing dangerous missions in the ruins. Protagonist Ibara Naruse and her two sisters enter the contaminated zone to rescue survivors and investigate the truth, wearing heavy protective suits as they move through the perilous city, racing against time and fighting radiation. Set against the desolate post-disaster city, the work explores themes of hope, responsibility, and survival through the girls' courage and sacrifice, carrying strong real-world parallels with a tense, heavy atmosphere."
29,primary,en-US,高达创战者,"""Gundam Build Fighters"" is a spin-off of the Gundam series, telling a passionate story of battles using Gunpla (Gundam models). The Gunpla made by boy Iori Sei is unexpectedly piloted by the mysterious master Reiji, and the two team up to compete in the All-Japan Gunpla Battle tournament. The work perfectly combines model building and virtual battles, presented in a bright, lively style with tense model battles, character growth and friendship, and plenty of homages and gags to Gundam works across generations. Both longtime Gundam fans and new viewers can feel the passion and fun of models and battles."
30,primary,en-US,青春纪行,"""Golden Time"" adapts Banri Takemiya's same-name light novel. College student Tada Banri gradually loses his memories from before high school after enrolling, yet remains troubled by his past self. He meets gentle senior Linda and romantic rival Mitsuo Yanagisawa, unfolding a love story full of the bitterness and sweetness of youth. The work delicately depicts memory, growth, and choice, exploring how people move forward after losing their past. Banri's struggle between reality and hazy memories and Linda's hidden feelings are portrayed movingly, making this a realistic yet gentle youth romance."
31,primary,en-US,我的脑内选项正在全力妨碍学园恋爱喜剧,"""Noucome: My Mental Choices Are Completely Interfering with My School Romantic Comedy"" adapts the same-name light novel. High schooler Kanade Amakusa is frequently hit with sudden mandatory choices in his head that force him into embarrassing acts, earning him the title of the Absolute Choice holder. One day he meets a girl claiming to be a god, and guided by absolute choices, he gradually gets involved in romantic comedy with school girls. With gag-style settings, exaggerated comedic performances, and endless gags, the work advances multiple love lines amid funny daily life; Kanade's struggling figure before ridiculous choices is hilarious, making this a lighthearted school romance comedy."
32,primary,en-US,当不成勇者的我，只好认真找工作了。,"""When I Couldn't Become a Hero, I Decided to Look for a Real Job"" adapts the same-name light novel. After the Demon Lord is defeated by the hero, the world gains peace, but the Demon Lord's son Raul loses his inherited mission and becomes an ordinary young man who ends up working at a magic shop. He works alongside Fen, a girl from the former Demon King army who comes to apply, causing all sorts of jokes in their daily work while gradually adapting to ordinary life. With an isekai part-time job theme and light comedy, the work cleverly combines fantasy settings with workplace daily life; the interactions of this odd pair are full of charm and laughs, making it a relaxing isekai slice-of-life series."
33,primary,en-US,东京暗鸦,"""Tokyo Ravens"" adapts the same-name light novel. In modern Tokyo, the secret war between onmyoji and curse users never ceases. Self-proclaimed unqualified onmyoji Harutora Tsuchimikado is forced back into the onmyoji world after being involved in an incident, facing curses and conspiracies with childhood friend Natsume and friend Suzuka. Blending onmyo arts, passionate battles, and school life, the story unfolds around Harutora's hidden lineage, Natsume's fate, and the great truth behind spirit disasters, with meticulous settings and solid character growth, making it a popular supernatural battle work."
34,primary,en-US,噬血狂袭,"""Strike the Blood"" adapts the same-name light novel. The world's strongest vampire, Akatsuki Kojou, enters Saikai Academy on Itogami Island as a monitor, teaming up with the Sword Shaman girl Yukina Himeragi. The two deepen their bond fighting demon races, holy war organizations, and various conspiracies while Kojou's hidden vampire power gradually awakens. Set in a modern fantasy city, the work blends battle, school life, and romance, with tense combat scenes and lighthearted ambiguous daily interactions; the chemistry of this bickering pair is beloved, making it a typical modern fantasy battle series."
35,primary,en-US,白色相簿2,"""White Album 2"" adapts the same-name bishoujo game. Haruki Kitahara of the high school light music club meets Setsuna Ogiso, a girl with a gifted voice, before the school festival, as well as the talented but aloof genius Touma Kazusa; the three become entangled in a complex emotional web through music. Known for delicate psychological portrayal, a suffocating yet realistic atmosphere, and mature romantic storytelling, the bitterness, hesitation, and choices of the love triangle became a classic topic fans endlessly discuss. With its tearjerking plot and overwhelming emotional outbursts, it stands as a famous work that romance anime cannot avoid."
36,primary,en-US,零度战姬Vibration,"""Freezing Vibration"" is the second season of the Freezing anime. Under the threat of the extra-dimensional beings called NOVA, humanity cultivates Pandora warriors, Saint holders who can fight them. This season revolves around the battles and bonds of Kazuya Aoi and Satellizer, further revealing the truth of NOVA, the Pandoras' mission, and each one's past. Characterized by gorgeous passionate battles and vivid characterization, the work intersperses ambiguity and fan-service amid intense fights, creating powerful warrior girls with a balance of passion and melancholy."
37,primary,en-US,Little Busters! 〜Refrain〜,"""Little Busters! Refrain"" is the second season of this game adaptation and its core arc. Riki Naoe and the Little Busters gradually come into contact with the world's secret during school life; this season unveils the truth behind the scenes, telling a deeply moving story of world repetition, the sacrifice of friends, and reunion. With friendship and bonds as its theme, the work uses layered storytelling and tearjerking narration to present the boys' determination to overcome hardships together; Riki's choice before the truth is deeply moving. As a Key work, it continues the studio's signature tearjerking warmth with immense emotional impact."
38,primary,en-US,机巧少女不会受伤,"""Unbreakable Machine-Doll"" adapts the same-name light novel. In a magic world academy, mechanicians who manipulate dolls and automatons coexist. Boy Raishin enrolls to become a mechanician but is attacked by his own automaton Yaya after a defeat; the two form a rivals-turned-allies relationship amid conflict and adjustment. With academy battles and machine-doll settings as its features, Raishin and Yaya keep growing through competitions while gradually uncovering the conspiracy behind the academy. Battle scenes are gorgeous, and the sharp-tongued banter between Raishin and Yaya is hilarious, making this a classic machine-doll battle adaptation."
39,primary,en-US,境界的彼方,"""Beyond the Boundary"" adapts the same-name light novel. In a world where humans and youmu coexist, half-youmu boy Akihito Kanbara, who can control blood, meets the strongest youmu hunter Mirai Kuriyama. Mirai gets drawn into youmu hunting due to her special reaction to Akihito, and the two grow closer as they fight side by side. Blending fantasy battles and school romance, the work's greatest highlights are Kyoto Animation's delicate animation, gentle emotional portrayal, and outstanding direction. The contrasting yet endearing pair of Akihito and Mirai heals and tugs at the heart, and the relief of the ending lingers long."
40,primary,en-US,夜樱四重奏 花之歌,"""Yozakura Quartet: Hana no Uta"" adapts the same-name manga, telling of the town of Sakurashin where humans and youkai coexist. To resolve the constant youkai incidents in town, boys and girls with power form a guardian group to fight forces threatening the town. Centering on four protagonists, this season shows their growth and bonds in protecting the town while revealing its deep secrets. With Japanese-style fantasy as its foundation, the work blends action, daily life, and mystery, with well-rounded characters and fluid battle scenes, creating a fantasy atmosphere that is both warm and slightly dangerous."
41,primary,en-US,黑子的篮球 第二季,"""Kuroko's Basketball"" Season 2 continues the first season, following the growth of the Phantom Sixth Man Tetsuya Kuroko and Taiga Kagami. Their Seirin High basketball team fights to dominate the nation, facing members of the Generation of Miracles such as Daiki Aomine, Seijuro Akashi, and Ryota Kise in spectacular games. Known for exaggerated superpower basketball skills, tense match scenes, and passionate teamwork, the combination of Kuroko's misdirection and Kagami's jumping power is a highlight, with every comeback breathtaking, making it a representative sports anime."
42,primary,en-US,眼镜部,"""Meganebu!"" is an original school anime telling the daily lives of high schoolers who love glasses. Main character Yomogi Mitsuba joins the Glasses Club after enrolling, discussing glasses and holding various activities with members, from frame matching to vision topics. With glasses as the bond, the work depicts the boys' pure friendship and ordinary warm school life, with a clean art style and a lighthearted, healing atmosphere, giving substance to the love of glasses and letting viewers feel the beauty and simple joy of youth through daily interactions."
43,primary,en-US,天方魔谭MAGI 第二季,"""Magi: The Kingdom of Magic"" Season 2 adapts the same-name manga, continuing the adventures of Aladdin and Alibaba. This season revolves around the Magnostadt Academy and the war of magi, with Aladdin getting caught up in national conflicts while learning magic and Alibaba searching for his own path amid confusion. Known for its grand worldview, rich fantasy settings, and thrilling battles, the work also deeply explores themes of power, nations, and slavery; the choices and bonds of best friends Aladdin and Alibaba as they grow are moving, making it an excellent fantasy adventure."
44,primary,en-US,精灵宝可梦XY,"""Pokémon the Series: XY"" is the sixth installment of the Pokémon anime, set in the beautiful Kalos region. Ash and Pikachu meet new friends in Kalos, challenge gym badges, and travel with companions Clemont and Bonnie. The work highlights gorgeous battle visuals, the introduction of Mega Evolution, and Ash's battles against rivals and champion Diantha, showcasing the deep bond between trainers and Pokémon. While retaining the classic adventure core, the art and performances are greatly enhanced, making it a highly acclaimed and popular installment."
45,primary,en-US,飙速宅男,"""Yowamushi Pedal"" adapts the same-name manga, telling of otaku high schooler Sakamichi Onoda finding his dream in cycling. Good at climbing, Onoda joins the Sohoku High cycling club and competes in high school races with teammates Imaizumi and Naruko, growing through intense road races. Known for its detailed depiction of race tactics, teamwork, and passionate scenes, the work brings out the charm of road cycling; Onoda's transformation from an introverted otaku to an ace rider is deeply moving, making it an adrenaline-pumping sports anime."
46,primary,en-US,钻石王牌,"""Ace of Diamond"" adapts the same-name baseball manga, telling the passionate story of Seidou High's baseball club. Protagonist Eijun Sawamura joins Seidou with his unique pitching, striving for Koshien alongside genius catcher Miyuki and many teammates. Known for realistic baseball tactics, detailed game portrayal, and character growth, the work depicts the youthful ensemble of boys chasing baseball dreams; Sawamura's journey from being doubted to gradually earning recognition is real and moving, with the team's unity and bonds running throughout, making it a classic baseball anime."
47,primary,en-US,武士弗拉明戈,"""Samurai Flamenco"" is an original anime. Ordinary young man Masayoshi Hazama, after becoming a volunteer police officer, is unexpectedly drawn into real crime and hero struggles. The partner he meets, Goto Hidenori, and the mysterious existence named Flamenco shift the story from light comedy to a serious, grand hero saga. Known for unexpected plot developments, a unique view of heroes, and powerful performances, the seemingly gag-like premise receives a shocking turn in the latter half; its exploration of social phenomena and the definition of heroes is impressive, making it a highly topical original work."
48,primary,en-US,伽利略少女,"""Galilei Donna"" is an original anime telling the story of three sisters who are descendants of Galileo. The three descendants have their own talents and personalities but are accidentally drawn into an international conflict over the treasure left by their grandfather. Using Galileo's legacy as a clue, the work unfolds a journey full of science and adventure, with the sisters deepening their bonds while pursuing the truth. Combining science elements, action adventure, and heartwarming daily life, the fresh bright art style, vivid characters, and well-balanced pacing make it a light yet fun adventure anime."
49,primary,en-US,Phi-Brain～神之谜题3,"""Phi Brain: Puzzle of God"" Season 3 is the third season of this puzzle anime. Genius puzzle solver Kaito Daimon continues challenging the ancient puzzles called the Puzzle of God to save trapped companions and friends. This season introduces new puzzle mechanisms and powerful rivals, further honing Kaito's puzzle abilities as he faces even tougher trials. With intellectual puzzle solving and tense duels as its features, every puzzle is ingeniously designed to test wisdom and logic; Kaito's cool head and his companions' cooperation are astonishing, making it a rare gem among puzzle anime."
50,primary,en-US,记录的地平线,"""Log Horizon"" adapts the same-name light novel. After the update of the online game Elder Tale, more than thirty thousand players are trapped in the game world unable to log out. Veteran player Shiroe, with wisdom and leadership, establishes influence in the game world and searches for a way to return to reality. With strategy, management, and MMO settings as its features, Shiroe's cool-headed mind games, team organization, and class coordination are highlights; the ensemble portrayal of players living together is detailed, and the worldview is rigorous, making it a classic of MMO anime."
51,primary,en-US,声优战队,"""Voice Actor Squadron"" is an original anime themed around the voice acting industry, depicting young voice actors entering a voice acting school and striving to become professionals. The work is packed with real industry details, audition processes, and comedic bits, with characters growing through recording studios, agencies, and daily life. Using voice work as an entry point, it showcases the charm and behind-the-scenes hardship of the world of sound; the protagonists' sincere pursuit of their voice acting dreams is touching while also full of lighthearted comedy, a must-see for fans of the voice acting world."
52,primary,en-US,第一神拳 Rising,"""Hajime no Ippo: Rising"" is the third season of the classic boxing anime. Ippo Makunouchi continues training at the Kamogawa gym, challenging stronger opponents on his way to becoming a world-class champion. This season Ippo faces even harsher rivals, experiencing defeats and breakthroughs in the ring to refine greater power. Known for realistic boxing portrayal, passionate match scenes, and character growth, every bout is full of tension and emotion, with equally well-rounded opponents; viewers can feel the charm of boxing and the resilience of athletes, making it a representative boxing anime."
53,primary,en-US,摸索吧！部活剧,"This is the experimental short anime where high school girls form a club and search for a club activity direction. The protagonists advance the plot through improvisational performances and dialogue, full of experimentation and comedy, breaking the traditional narrative framework of anime. Characterized by unique directing techniques, fourth-wall-breaking humor, and parody of anime production, the characters joke around and let loose in absurd club ideas, delivering astonishing joke density in short episodes - an experimental gag anime brimming with meme spirit."
54,primary,en-US,黑白小姐,"""Miss Monochrome"" is a virtual idol short anime. The protagonist Miss Monochrome is a robot girl who loves idols; awakened from a long slumber by chance, she works hard to become an idol. Characterized by exaggerated performances, rapid-fire gags, and absurd plots, Miss Monochrome causes all kinds of hilarious trouble while chasing her dreams, from daily trivialities to idol activities. With an extremely fast pace and dense jokes, the work creates the lovably silly yet persistent image of Miss Monochrome, making it a lighthearted, stress-relieving short anime."
55,primary,en-US,噗哔啵 来自未来,"""Pupipo!"" is a short anime telling the heartwarming daily life of a mysterious creature from the future named Pupipo and a human girl. With strange abilities, Pupipo triggers a series of light, funny events with the girl and gradually becomes an important partner to her. With a unique art style and healing atmosphere, the work uses simple storytelling to show the warmth and bond between humans and a mysterious creature, without intense conflict—only daily warmth and small surprises, perfect for relaxing viewing between busy moments to feel that pure beauty."
56,primary,en-US,悠哉日常大王,"""Non Non Biyori"" adapts the same-name manga, depicting the leisurely daily life of the Koshigaya sisters in a rural elementary school and transfer student Renge Miyauchi. The work portrays Japan's countryside scenery across four seasons and the simple lives of children, known for its slow pacing, fresh art style, and healing atmosphere. Renge's innocent catchphrases, the interactions between sisters, and the details of country life bring smiles, showing the quiet beauty of pastoral life to the fullest. It is a representative healing daily anime that lets viewers find inner peace amid the bustle of life."
57,primary,en-US,银狐,"""Gingitsune"" adapts the same-name manga, telling the heartwarming daily life of shrine maiden Makoto Saeki and fox spirit messenger Gintaro. Makoto is the shrine maiden of Uedaten Shrine; Gintaro, who can communicate with the gods, is sharp-tongued yet always quietly protects her. The work revolves around shrine rituals, visitors' wishes, and the girl's growth, depicting the bond and warmth between humans and spirit messengers through small stories tied to the shrine. With delicate art and a tranquil atmosphere, Makoto gradually understands the duties of shrine maiden and spirit messenger with Gintaro's company, making it a healing daily work."
